label,message
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 919143206015 to process.
spam,Win ₹10000 cash prize! Call +919788839624 to claim your reward. Hurry!
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Remember to wish Papa happy birthday at midnight!
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 07081291702
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 919578521529
spam,Airtel: Your account has won a special bonus. Dial 08207531615 to redeem now.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Did you finish the project report? Need to submit it by EOD.
ham,Call me when you're free. Need to discuss something important.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Let's meet for chai at the usual place at 5 PM?
spam,Aadhaar Alert: Your document needs verification. Contact 09588074871 immediately.
spam,Your SIM has been deactivated. Reactivate now by calling 09333538480
ham,Can you pick up the kids from school today? I have a meeting.
spam,LIC Policy: You're eligible for bonus amount. Contact +917456106021 to claim.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Call me when you're free. Need to discuss something important.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +918232010088
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 07312929716
spam,You have won a free trip to Goa! Text YES to +919561038817 to claim your package.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +919990766847
ham,Did you finish the project report? Need to submit it by EOD.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,LIC Policy: You're eligible for bonus amount. Contact 917729594405 to claim.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Aadhaar Alert: Your document needs verification. Contact 919643144248 immediately.
ham,Call me when you're free. Need to discuss something important.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Aadhaar Alert: Your document needs verification. Contact 08682943226 immediately.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 919734136734
ham,Did you finish the project report? Need to submit it by EOD.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +918447620872
ham,Can you pick up the kids from school today? I have a meeting.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Remember to wish Papa happy birthday at midnight!
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +919371110833
spam,LIC Policy: You're eligible for bonus amount. Contact 08651290340 to claim.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 917208123882 to process.
ham,Can you pick up the kids from school today? I have a meeting.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 08525668772
spam,You have won a free trip to Goa! Text YES to 918121789248 to claim your package.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Aadhaar Alert: Your document needs verification. Contact 07541304136 immediately.
spam,Aadhaar Alert: Your document needs verification. Contact +919638058146 immediately.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Your SIM has been deactivated. Reactivate now by calling 09094019988
spam,Aadhaar Alert: Your document needs verification. Contact 08372452885 immediately.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 09428431453
spam,Airtel: Your account has won a special bonus. Dial 918736137603 to redeem now.
ham,Don't forget to bring milk on your way back from office.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Airtel: Your account has won a special bonus. Dial 09747118118 to redeem now.
ham,Remember to wish Papa happy birthday at midnight!
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 919433871640
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 917533872401
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +917981423072
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 07748539177
ham,Let's meet for chai at the usual place at 5 PM?
ham,Call me when you're free. Need to discuss something important.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 919183497310
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Did you finish the project report? Need to submit it by EOD.
spam,LIC Policy: You're eligible for bonus amount. Contact 919088968210 to claim.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +919682249998
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +917109495890 to process.
spam,LIC Policy: You're eligible for bonus amount. Contact 08610523894 to claim.
ham,Let's meet for chai at the usual place at 5 PM?
spam,LIC Policy: You're eligible for bonus amount. Contact 917330991790 to claim.
ham,Don't forget to bring milk on your way back from office.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 918197757156
ham,Your parcel has been delivered. Check at the security desk.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 08950877548
spam,You have won a free trip to Goa! Text YES to 918222737006 to claim your package.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 918843537826
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +917758043499
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 07259147974
spam,Your SIM has been deactivated. Reactivate now by calling 919626256465
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,You have won a free trip to Goa! Text YES to +919665006469 to claim your package.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 918474413438
ham,Call me when you're free. Need to discuss something important.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +917782187768
ham,Let's meet for chai at the usual place at 5 PM?
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 09152143099
ham,Don't forget to bring milk on your way back from office.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Did you finish the project report? Need to submit it by EOD.
spam,You have won a free trip to Goa! Text YES to +919378921860 to claim your package.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 08243328406 to process.
spam,URGENT: Your PAN card has been blocked. Verify immediately at +917121391604
spam,URGENT: Your PAN card has been blocked. Verify immediately at 07180254930
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +919171347801
spam,You have won a free trip to Goa! Text YES to +918677408468 to claim your package.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +919636167254
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Can you pick up the kids from school today? I have a meeting.
spam,LIC Policy: You're eligible for bonus amount. Contact 08462070518 to claim.
spam,You have won a free trip to Goa! Text YES to +919409070755 to claim your package.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Your parcel has been delivered. Check at the security desk.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +917726366894
spam,Your WhatsApp account will be banned in 24 hours. Verify at 07042322261
spam,Aadhaar Alert: Your document needs verification. Contact 918373092911 immediately.
ham,Can you pick up the kids from school today? I have a meeting.
spam,LIC Policy: You're eligible for bonus amount. Contact 917426617491 to claim.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 919929251674
ham,Don't forget to bring milk on your way back from office.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 918863908201 to process.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Remember to wish Papa happy birthday at midnight!
ham,Did you finish the project report? Need to submit it by EOD.
spam,Your SIM has been deactivated. Reactivate now by calling 08331623445
spam,URGENT: Your PAN card has been blocked. Verify immediately at 918685115788
spam,URGENT: Your PAN card has been blocked. Verify immediately at 917409093979
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +919774965294
ham,Remember to wish Papa happy birthday at midnight!
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 917480710140
spam,Your WhatsApp account will be banned in 24 hours. Verify at 08147439929
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,You have won a free trip to Goa! Text YES to 919345980796 to claim your package.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +917425542210
spam,LIC Policy: You're eligible for bonus amount. Contact +919095913059 to claim.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +919971473340
ham,Did you finish the project report? Need to submit it by EOD.
spam,Aadhaar Alert: Your document needs verification. Contact 917745471685 immediately.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 918665850954
ham,Call me when you're free. Need to discuss something important.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 919306224815
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Airtel: Your account has won a special bonus. Dial 919947833601 to redeem now.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Remember to wish Papa happy birthday at midnight!
ham,Did you finish the project report? Need to submit it by EOD.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,You have won a free trip to Goa! Text YES to +918153784304 to claim your package.
spam,LIC Policy: You're eligible for bonus amount. Contact +918549677784 to claim.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 07275938437
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 919844032621
spam,Aadhaar Alert: Your document needs verification. Contact +919116028509 immediately.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Call me when you're free. Need to discuss something important.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 08075268979
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Remember to wish Papa happy birthday at midnight!
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 08311210451
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 07224931929
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 919155690247
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Your SIM has been deactivated. Reactivate now by calling 08824339054
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 07681831687
ham,Your parcel has been delivered. Check at the security desk.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 918294085801
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 08559790059 to process.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Did you finish the project report? Need to submit it by EOD.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,You have won a free trip to Goa! Text YES to 09200669616 to claim your package.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Don't forget to bring milk on your way back from office.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 08571274099
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 08185897838
spam,Aadhaar Alert: Your document needs verification. Contact +917347954005 immediately.
spam,LIC Policy: You're eligible for bonus amount. Contact 919553490961 to claim.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 918499872895
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Let's meet for chai at the usual place at 5 PM?
spam,Your WhatsApp account will be banned in 24 hours. Verify at +919997707263
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 07029643141 to process.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 07031190331
ham,Your parcel has been delivered. Check at the security desk.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +917796040208
spam,Aadhaar Alert: Your document needs verification. Contact 918660212617 immediately.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 08503488938
ham,Did you finish the project report? Need to submit it by EOD.
spam,LIC Policy: You're eligible for bonus amount. Contact 07789892601 to claim.
ham,Don't forget to bring milk on your way back from office.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +917781699399
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 08122606716
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Airtel: Your account has won a special bonus. Dial +917048039831 to redeem now.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Remember to wish Papa happy birthday at midnight!
spam,LIC Policy: You're eligible for bonus amount. Contact 919371966977 to claim.
spam,LIC Policy: You're eligible for bonus amount. Contact 918939592427 to claim.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 08038643160
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +919591129496
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 917327660405
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 917508115255
spam,You have won a free trip to Goa! Text YES to +919144174663 to claim your package.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 08421315318
ham,Can you pick up the kids from school today? I have a meeting.
spam,Win ₹10000 cash prize! Call 09839581500 to claim your reward. Hurry!
ham,Let's meet for chai at the usual place at 5 PM?
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +917501204918
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +919922401257
spam,Your WhatsApp account will be banned in 24 hours. Verify at 07456481079
ham,Don't forget to bring milk on your way back from office.
ham,Can you pick up the kids from school today? I have a meeting.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 07183465271
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 08457655086
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 919979823110 to process.
ham,Remember to wish Papa happy birthday at midnight!
ham,Call me when you're free. Need to discuss something important.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +918895298769
ham,Did you finish the project report? Need to submit it by EOD.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +918018887823
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +917870352361
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +917181625827
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 917836584682 to process.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Your parcel has been delivered. Check at the security desk.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,You have won a free trip to Goa! Text YES to +918683254242 to claim your package.
ham,Let's meet for chai at the usual place at 5 PM?
spam,Win ₹10000 cash prize! Call 918418512397 to claim your reward. Hurry!
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 09134881662
ham,Can you pick up the kids from school today? I have a meeting.
ham,Let's meet for chai at the usual place at 5 PM?
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 07032527679
spam,You have won a free trip to Goa! Text YES to +917324349476 to claim your package.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 919679902984
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +918202670738
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 09375923914 to process.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 918340123998 to process.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +918556737772 to process.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 919637821292
ham,Let's meet for chai at the usual place at 5 PM?
spam,Your WhatsApp account will be banned in 24 hours. Verify at 07591798010
spam,URGENT: Your PAN card has been blocked. Verify immediately at 09252979175
ham,Call me when you're free. Need to discuss something important.
spam,Your SIM has been deactivated. Reactivate now by calling 917505068844
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +918146771727
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 917522550957
ham,Your parcel has been delivered. Check at the security desk.
spam,You have won a free trip to Goa! Text YES to +919368484404 to claim your package.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Did you finish the project report? Need to submit it by EOD.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Remember to wish Papa happy birthday at midnight!
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 08439439076
spam,Your WhatsApp account will be banned in 24 hours. Verify at 918356827107
ham,Remember to wish Papa happy birthday at midnight!
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 917952069373
spam,You have won a free trip to Goa! Text YES to +917734151141 to claim your package.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Your parcel has been delivered. Check at the security desk.
spam,You have won a free trip to Goa! Text YES to 09043970638 to claim your package.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 919594221376
spam,URGENT: Your PAN card has been blocked. Verify immediately at 919516569549
spam,LIC Policy: You're eligible for bonus amount. Contact +917911450676 to claim.
ham,Your parcel has been delivered. Check at the security desk.
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 917670176953
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Win ₹10000 cash prize! Call +918306267334 to claim your reward. Hurry!
spam,You have won a free trip to Goa! Text YES to 919385444684 to claim your package.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Your parcel has been delivered. Check at the security desk.
spam,Aadhaar Alert: Your document needs verification. Contact 07433831840 immediately.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +919057814175
spam,Your SIM has been deactivated. Reactivate now by calling +919909202021
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Aadhaar Alert: Your document needs verification. Contact 919828316834 immediately.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +917095188434 to process.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 917973855633
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +918493911135
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,LIC Policy: You're eligible for bonus amount. Contact 919290816131 to claim.
ham,Remember to wish Papa happy birthday at midnight!
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 919587060379
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +919161842793
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 09419930186 to process.
spam,Win ₹10000 cash prize! Call 918512458795 to claim your reward. Hurry!
ham,Let's meet for chai at the usual place at 5 PM?
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 08523720036
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +917728194446
ham,Can you pick up the kids from school today? I have a meeting.
ham,Don't forget to bring milk on your way back from office.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +919143061767
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +917396027479
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 919050276477
ham,Don't forget to bring milk on your way back from office.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 07928485835
ham,Remember to wish Papa happy birthday at midnight!
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 919842957392
ham,Call me when you're free. Need to discuss something important.
ham,Don't forget to bring milk on your way back from office.
ham,Can you pick up the kids from school today? I have a meeting.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Win ₹10000 cash prize! Call 919995737075 to claim your reward. Hurry!
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Can you pick up the kids from school today? I have a meeting.
spam,You have won a free trip to Goa! Text YES to +917166688889 to claim your package.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Don't forget to bring milk on your way back from office.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 09599787122
spam,URGENT: Your PAN card has been blocked. Verify immediately at 07240399379
ham,Call me when you're free. Need to discuss something important.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 08624895544
spam,URGENT: Your PAN card has been blocked. Verify immediately at +917577776685
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +918164174483
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 09600016236
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Win ₹10000 cash prize! Call +919163099693 to claim your reward. Hurry!
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +919963460673
ham,Don't forget to bring milk on your way back from office.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Your parcel has been delivered. Check at the security desk.
spam,Airtel: Your account has won a special bonus. Dial +918361739098 to redeem now.
ham,Your parcel has been delivered. Check at the security desk.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 08640738181
ham,Let's meet for chai at the usual place at 5 PM?
spam,URGENT: Your PAN card has been blocked. Verify immediately at +919241242204
ham,Don't forget to bring milk on your way back from office.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 07805606236 to process.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 919537483799
spam,LIC Policy: You're eligible for bonus amount. Contact +917651413192 to claim.
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Airtel: Your account has won a special bonus. Dial 07295865954 to redeem now.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +918018770890
ham,Remember to wish Papa happy birthday at midnight!
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +918627965066
spam,URGENT: Your PAN card has been blocked. Verify immediately at +919079806308
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 08620481431
spam,Airtel: Your account has won a special bonus. Dial 09234347913 to redeem now.
spam,Win ₹10000 cash prize! Call +918677388411 to claim your reward. Hurry!
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 919536175921
ham,Can you pick up the kids from school today? I have a meeting.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 918232939707 to process.
spam,Your SIM has been deactivated. Reactivate now by calling 08892761677
ham,Let's meet for chai at the usual place at 5 PM?
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 917429563456 to process.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +919463316712
spam,Airtel: Your account has won a special bonus. Dial 919564944146 to redeem now.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 08766101761
ham,Let's meet for chai at the usual place at 5 PM?
spam,LIC Policy: You're eligible for bonus amount. Contact 08308514508 to claim.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 919742793671 to process.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Remember to wish Papa happy birthday at midnight!
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 918727737164
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +917136056824
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +917312335583
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Your parcel has been delivered. Check at the security desk.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +919770991304
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 08514779558
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Can you pick up the kids from school today? I have a meeting.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 918255900266
spam,Your WhatsApp account will be banned in 24 hours. Verify at 919091378660
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 919466101600
spam,LIC Policy: You're eligible for bonus amount. Contact 918618156121 to claim.
